LncRNA,F1:RiskSNP,F2:commonSNP,F5:TF(motif),F55:miRNA,F56:mRNA,F57:Protein,F58:Hallmark,F3:TF(ChIP-seq),F4:Core TF(ChIP-seq),F8:Histone modification,F9:ATAC-seq peak of cistrome & gene_mapper,F10:DHS & gene_mapper,F11:ATAC of cistrome & DHS & gene_mapper,F13:Element number of SE & gene_mapper,F14:Case ChIP signal of SE & gene_mapper,F15:Normalized rank of SE & gene_mapper,F17:Element number of TE & gene_mapper,F18:Case ChIP signal of TE & gene_mapper,F19:Normalized rank of TE & gene_mapper,F20:Element number of TE/SE & gene_mapper,F21:Case ChIP signal of TE/SE & gene_mapper,F22:Normalized rank of TE/SE & gene_mapper,F6:Methylation site,F7:Methylation value,F12:SE & gene_mapper,F16:TE & gene_mapper,F24:Global chromatin interaction,F25:SE/TE & interaction,F26:SE & interaction,F27:TE & interaction,F40:SE/TE & interaction & gene_mapper,F41:SE & interaction & gene_mapper,F42:TE & interaction & gene_mapper,F28:Element number of SE/TE & interaction,F29:Case ChIP signal of SE/TE & interaction,F30:Normalized rank of SE/TE & interaction,F31:Element number of SE & interaction,F32:Case ChIP signal of SE & interaction,F33:Normalized rank of SE & interaction,F34:Element number of TE & interaction,F35:Case ChIP signal of TE & interaction,F36:Normalized rank of TE & interaction,F43:Element number of SE/TE & interaction & gene_mapper,F44:Case ChIP signal of SE/TE & interaction & gene_mapper,F45:Normalized rank of SE/TE & interaction & gene_mapper,F46:Element number of SE & interaction & gene_mapper,F47:Case ChIP signal of SE & interaction & gene_mapper,F48:Normalized rank of SE & interaction & gene_mapper,F49:Element number of TE & interaction & gene_mapper,F50:Case ChIP signal of TE & interaction & gene_mapper,F51:Normalized rank of TE & interaction & gene_mapper,F37:ATAC-seq peak of cistrome & interaction,F39:DHS & interaction,F52:ATAC-seq peak of cistrome & interaction & gene_mapper,F53:DHS & interaction & gene_mapper,F23:ATAC of cistrome & ATAC of ATACdb & gene_mapper,F38:ATAC of ATACdb & interaction,F54:ATAC of ATACdb & interaction & gene_mapper
RP11-404I7.1,0,70,14,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
RP11-404I7.2,0,65,36,0,0,0,0,0,0,2,2,7,9,0,0,0,0,0,0,0,0,0,1,6.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
RP11-404J23.1,1,64,23,0,0,0,0,0,0,2,12,71,83,0,0,0,1,3945.580788,6437.5,0,0,19962,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
RP11-404O13.1,0,51,22,0,0,0,0,23,1,3,16,23,39,0,0,0,1,1302.818924,3990,1,0,3969,6,6.643636,0,29,28,50,8,42,0,20,20,1,13771.96556,8989,4.5,99310.73,428,1,3079.620003,5164,1,1502.689332,3878,0,0,0,1,1502.689332,3878,35,34,9,11,45,84,18
RP11-404O13.5,3,80,21,0,0,0,0,11,1,1,12,11,23,0,0,0,1,1780.107811,4791,1,0,3990,2,8.95,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,18,7,0
RP11-404P21.1,2,64,0,0,0,0,0,8,1,0,36,33,69,0,0,0,2,4333.826758,11263,2,0,15813,5,8.371,0,33,56,92,4,88,0,33,33,2,8874.584158,15683.5,8,139556.1546,529,2,7276.032838,15658,2,7009.03208,15744,0,0,0,2,7009.03208,15744,62,59,32,30,131,284,124
RP11-404P21.3,1,78,7,0,0,0,0,32,3,1,21,28,49,0,0,0,2,4193.147941,10721,2,0,18120,2,5.585,0,27,100,117,4,113,0,20,20,2,13069.24219,13379,8,115502.231,589,2,6269.621947,12658,3,7653.609054,16098,0,0,0,3,7653.609054,16098,93,106,18,24,93,464,91
RP11-404P21.5,0,66,35,0,0,0,0,30,2,2,49,48,97,0,0,0,1,3584.392758,10524,0,0,19962,4,5.455,0,50,78,142,4,138,0,49,49,2,8678.922437,15049,8,103421.0559,529,2,7257.790435,14935,2,5950.214696,13112,0,0,0,2,5950.214696,13112,72,82,42,47,127,342,109
RP11-405A12.2,3,54,4,0,0,0,0,1,0,0,37,158,195,0,0,0,1,2210.767903,6537.5,0,0,19962,1,6.56,0,68,29,99,11,88,0,30,30,1,12621.30721,13120,4,51789.99116,748,1,4362.849749,12874,1,3265.230476,10015,0,0,0,1,3265.230476,10015,24,106,11,50,51,89,29
RP11-405F3.4,0,52,67,0,0,0,0,7,0,0,48,97,145,4,53463.02,749,2,11280.84274,12915,0,0,19962,2,6.87,15,69,34,121,20,101,15,48,63,2,17697.06821,15243,5.5,42892.46458,621.5,2,10698.347,13860.5,2,24153.33632,16785,4,55415.13106,749,2,13119.7617,13873,55,92,18,40,53,323,53
RP11-405F3.5,1,73,81,0,0,0,0,10,0,1,36,60,96,6,28558.928,299,1,7003.472524,9872,0,0,19962,6,7.05,5,37,62,153,20,133,5,37,42,3,20530.07956,18037,6,39815.98276,319,2,12923.11078,15315,4,17622.88991,18407,6,29081.83391,299,3,12500.06789,17079,77,120,36,60,186,353,186
RP11-405K6.1,0,102,10,0,0,73,0,3,0,1,7,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
RP11-405O10.2,3,45,38,10,0,0,0,2,0,2,47,25,72,0,0,0,2,13667.77956,15841,0,0,19962,1,8.6,0,24,32,64,0,64,0,24,24,2,7955.96336,9029,0,0,0,2,7955.96336,9029,2,13671.7438,16549,0,0,0,2,13671.7438,16549,62,54,33,21,70,146,49
RP11-406A20.1,0,79,27,0,0,135,0,7,0,2,16,15,31,0,0,0,1,1435.42615,5128.5,0,0,19962,0,0,0,10,27,69,0,69,0,0,0,2,6033.835017,13971,0,0,0,2,6033.835017,13971,0,0,0,0,0,0,0,0,0,16,43,1,4,21,119,2
RP11-406A20.4,0,58,15,0,0,0,0,24,3,2,32,25,57,0,0,0,1,1573.745239,6695,1,0,6402,2,6.96,0,23,40,81,0,81,0,10,10,2,4823.12665,11389,0,0,0,2,4823.12665,11389,1,1671.044783,6272,0,0,0,1,1671.044783,6272,40,53,12,6,13,164,7
RP11-406A9.2,1,47,5,0,0,0,0,4,0,3,5,9,14,0,0,0,1,1544.135917,3390,0,0,19962,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
RP11-406D1.2,0,36,10,0,0,0,0,1,0,3,11,37,48,0,0,0,1,8296.556213,9104,1,0,3965,0,0,0,63,7,46,0,46,0,0,0,1,20065.88729,16647,0,0,0,1,20065.88729,16647,0,0,0,0,0,0,0,0,0,6,31,0,0,6,32,0
RP11-406H21.2,2,63,38,0,0,0,0,3,0,2,25,58,83,0,0,0,1,23314.1704,11260,0,0,19962,3,7.736667,0,36,74,66,6,60,0,25,25,3,78466.7057,18043,10,232296.0394,769,1,12925.38556,16925,1,16655.65563,11996,0,0,0,1,16655.65563,11996,46,91,20,32,36,219,1
RP11-406H23.2,0,42,18,0,0,0,0,17,2,1,1,12,13,0,0,0,1,323.4684,2446,1,0,2446,0,0,0,1,73,68,0,68,0,1,1,1,6924.63742,12149,0,0,0,1,6924.63742,12149,1,323.4684,2023,0,0,0,1,323.4684,2023,30,50,1,11,23,193,23
RP11-406H4.1,0,51,10,0,0,0,0,5,0,2,10,9,19,0,0,0,1,794.8409857,3249,1,0,3249,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,21,0
RP11-406O16.1,0,51,17,0,0,0,0,1,0,0,4,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-406O23.2,0,62,14,0,0,0,0,10,1,2,69,108,177,0,0,0,1,4383.364903,9610,0,0,19962,1,7.095,0,72,126,181,0,181,0,71,71,1,5706.989804,11127,0,0,0,1,5706.989804,11127,1,5374.547404,9420.5,0,0,0,1,5374.547404,9420.5,78,133,51,83,86,506,85
RP11-407A16.3,0,95,15,0,0,0,0,2,0,1,4,13,17,0,0,0,1,320.943,2354,1,0,2354,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0
RP11-407A16.4,0,95,15,0,0,0,0,2,0,1,2,9,11,0,0,0,1,320.943,2354,1,0,2354,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0
RP11-407A16.7,0,77,8,0,0,110,0,4,0,1,2,9,11,0,0,0,1,320.943,2354,1,0,2354,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0
RP11-407B7.1,0,46,49,0,0,0,0,29,3,3,29,22,51,10,46318.47,795,1,3114.957418,7462,0,0,19962,7,6.07,1,39,50,109,5,104,1,39,40,1,8236.903501,9161.5,10,77774.42457,795,1,4727.533279,8702,1,6510.653318,7677,10,46318.47,795,1,4098.058368,7491,106,74,22,17,154,505,132
RP11-407G23.1,0,48,120,0,0,0,0,28,2,2,22,23,45,0,0,0,1,10916.38639,14098.5,0,0,19962,5,5.527778,0,20,43,151,31,120,0,0,0,2,21811.23052,18545,3,48049.70017,234,2,16273.89115,16611,0,0,0,0,0,0,0,0,0,61,69,7,4,68,254,0
RP11-407G23.4,0,39,50,0,0,0,0,35,2,5,39,37,76,2,27563.49,1,1,15343.86966,12248,0,0,19962,3,8.043333,1,57,91,290,35,255,1,57,58,1,19756.95794,14953,3,56413.1909,370,1,15314.99085,14464,2,22700.97871,18219,2,27563.4886,1,2,22562.92637,18219,137,137,38,35,113,568,92
RP11-407H12.8,0,19,4,0,0,0,0,0,0,0,1,11,12,0,0,0,0,0,0,0,0,0,2,6.9475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
RP11-407N17.4,0,67,31,0,0,0,0,26,1,5,20,15,35,2,27393.99,21,2,10656.19804,14346,0,0,19962,1,8.745,1,37,43,104,2,102,1,37,38,2,14079.92485,16420,2,27827.92574,21,2,13819.82753,16385,2,15341.32144,16558,2,27393.9882,21,2,14866.807,16549,54,46,19,13,93,203,93
RP11-407N17.5,0,59,31,0,0,0,0,38,3,4,21,25,46,0,0,0,1,12415.22646,16601,0,0,19962,1,8.61,0,32,31,118,3,115,0,12,12,2,12779.24445,16183,2,26600.36364,21,2,12366.67373,16109,1,1733.547633,5365,0,0,0,1,1733.547633,5365,48,44,4,7,66,194,29
RP11-408A13.3,0,80,9,0,0,0,0,7,1,1,1,5,6,0,0,0,2,1210.5288,9329,2,0,9329,0,0,0,1,25,69,0,69,0,0,0,2,6033.835017,13971,0,0,0,2,6033.835017,13971,0,0,0,0,0,0,0,0,0,15,39,0,0,2,117,0
RP11-408A13.4,0,73,8,0,0,0,0,7,1,1,57,75,132,0,0,0,1,5940.265076,10295,1,0,15756,0,0,0,103,25,69,0,69,0,0,0,2,6033.835017,13971,0,0,0,2,6033.835017,13971,0,0,0,0,0,0,0,0,0,15,39,0,0,2,117,0
RP11-408B11.2,0,31,19,1,0,0,0,6,0,1,21,41,62,0,0,0,1,4313.865679,8466,1,0,5694,0,0,0,29,5,19,0,19,0,19,19,1,4288.616216,8159,0,0,0,1,4288.616216,8159,1,4288.616216,7891,0,0,0,1,4288.616216,7891,5,8,1,5,22,23,2
RP11-408H1.3,0,54,14,0,0,0,0,11,0,2,158,112,270,16,58996.16,649,1,10483.30789,11106.5,1,0,18263,0,0,1,134,63,133,22,111,1,75,76,2,16165.62732,14301,9,69234.37283,655.5,2,10289.50325,12103,1,12964.48572,10443,16,58996.161,649,1,11168.12766,10115,100,79,88,63,122,319,103
